"replicate","condition","cell_type","n_cells","library_size_total_counts","library_size_pattern_genes","TIMP1","FTH1","MS4A7","FCGR3A","SOD2","S100A11","TYROBP","FCER1G","ACTB","SAT1","FTL","CXCL16","PSAP","CTSS","CST3","SH3BGRL3","S100A10","CD63","GAPDH","S100A6","C15orf48","PFN1","LGALS1","CD74","HLA.DRA","HLA.DRB1","HLA.DPA1","HLA.DPB1","HLA.DQB1","HLA.DQA1","HSP90AB1","HSP90AA1","ACTG1","HLA.DMA","ISG15","ISG20","IFI6","IFIT3","LY6E","IFIT1","MX1","IFIT2","IRF7","TNFSF10","OAS1","PLSCR1","BST2","CXCL10","APOBEC3A","IFITM3","RSAD2","TYMP","VIM","ANXA1","CCR7","HSPA8","EMP3","LTB","RGCC","CREM","TIMP1__cpm","FTH1__cpm","MS4A7__cpm","FCGR3A__cpm","SOD2__cpm","S100A11__cpm","TYROBP__cpm","FCER1G__cpm","ACTB__cpm","SAT1__cpm","FTL__cpm","CXCL16__cpm","PSAP__cpm","CTSS__cpm","CST3__cpm","SH3BGRL3__cpm","S100A10__cpm","CD63__cpm","GAPDH__cpm","S100A6__cpm","C15orf48__cpm","PFN1__cpm","LGALS1__cpm","CD74__cpm","HLA-DRA__cpm","HLA-DRB1__cpm","HLA-DPA1__cpm","HLA-DPB1__cpm","HLA-DQB1__cpm","HLA-DQA1__cpm","HSP90AB1__cpm","HSP90AA1__cpm","ACTG1__cpm","HLA-DMA__cpm","ISG15__cpm","ISG20__cpm","IFI6__cpm","IFIT3__cpm","LY6E__cpm","IFIT1__cpm","MX1__cpm","IFIT2__cpm","IRF7__cpm","TNFSF10__cpm","OAS1__cpm","PLSCR1__cpm","BST2__cpm","CXCL10__cpm","APOBEC3A__cpm","IFITM3__cpm","RSAD2__cpm","TYMP__cpm","VIM__cpm","ANXA1__cpm","CCR7__cpm","HSPA8__cpm","EMP3__cpm","LTB__cpm","RGCC__cpm","CREM__cpm"
"patient_101","stim","CD8 T cells",54,10345,4880,9,1620,2,5,4,47,7,6,111,224,115,0,11,18,1,74,39,18,116,43,6,63,8,33,5,0,14,7,3,1,16,36,35,1,409,339,170,117,119,111,101,71,34,32,52,54,55,8,3,19,43,24,61,161,4,41,35,17,24,78,869.985500241663,156597.390043499,193.330111164814,483.325277912035,386.660222329628,4543.25761237313,676.655389076849,579.990333494442,10729.8211696472,21652.9724504592,11116.4813919768,0,1063.31561140648,1739.97100048333,96.665055582407,7153.21411309811,3769.93716771387,1739.97100048333,11213.1464475592,4156.5973900435,579.990333494442,6089.89850169164,773.320444659256,3189.94683421943,NA,NA,NA,NA,NA,NA,1546.64088931851,3479.94200096665,3383.27694538424,NA,39536.0077332044,32769.453842436,16433.0594490092,11309.8115031416,11503.1416143064,10729.8211696472,9763.1706138231,6863.21894635089,3286.61188980184,3093.28177863702,5026.58289028516,5219.91300144998,5316.57805703238,773.320444659256,289.995166747221,1836.63605606573,4156.5973900435,2319.96133397777,5896.56839052683,15563.0739487675,386.660222329628,3963.26727887869,3383.27694538424,1643.30594490092,2319.96133397777,7539.87433542774
"patient_101","stim","Dendritic cells",39,71055,45174,1005,7466,33,5,193,647,354,301,1122,759,4602,52,172,90,732,333,638,309,425,284,837,540,405,2413,2396,1098,1000,945,264,380,111,383,209,114,3570,996,415,453,386,378,392,160,345,404,260,228,287,2235,526,616,450,260,336,619,486,221,397,55,7,75,14143.9729786785,105073.534585884,464.428963478995,70.3680247695447,2716.20575610443,9105.62240517909,4982.05615368377,4236.15509112659,15790.5847582858,10681.8661600169,64766.729997889,731.827457603265,2420.66005207234,1266.6244458518,10301.8788262613,4686.51044965168,8978.95996059391,4348.74393075786,5981.2821054113,3996.90380691014,11779.6073464218,7599.74667511083,5699.81000633312,33959.6087537823,NA,NA,NA,NA,NA,NA,1562.17014988389,5390.19069734713,2941.38343536697,NA,50242.7696854549,14017.3105340933,5840.54605587221,6375.34304412075,5432.41151220885,5319.82267257758,5516.85314193231,2251.77679262543,4855.39370909859,5685.73640137921,3659.13728801633,3208.78192949124,4039.12462177187,31454.5070719865,7402.7162057561,8669.34065160791,6333.12222925902,3659.13728801633,4728.73126451341,8711.56146646964,6839.77200759975,3110.26669481388,5587.22116670185,774.048272464992,98.5152346773626,1055.52037154317
"patient_101","stim","FCGR3A+ Monocytes",112,143156,95534,3785,28118,910,1100,1574,1732,1560,1272,1492,2287,8209,427,679,415,985,365,383,368,270,503,1475,621,248,852,755,443,468,230,83,52,204,432,209,13,7770,1929,710,1120,1107,1287,563,687,575,1758,457,519,460,6968,1819,1903,477,739,234,832,15,315,653,12,14,92,26439.6881723435,196415.099611613,6356.7017798765,7683.92522842214,10994.998463215,12098.6895414792,10897.2030512169,8885.41171868451,10422.1967643689,15975.5790885468,57343.038363743,2982.76006594205,4743.07748190785,2898.93542708654,6880.60577272346,2549.66609852189,2675.40305680516,2570.62225823577,1886.05437424907,3513.64944536031,10303.445192657,4337.92506077286,1732.37586968063,5951.54935874151,NA,NA,NA,NA,NA,NA,1425.01886054374,3017.68699879851,1459.94579340021,NA,54276.4536589455,13474.8106960239,4959.62446561793,7823.632959848,7732.82293442119,8990.1925172539,3932.77263963788,4798.96057447819,4016.59727849339,12280.3095923328,3192.32166308083,3625.41563050099,3213.27782279471,48674.1736287686,12706.4181731817,13293.1906451703,3332.02939450669,5162.20067618542,1634.58045768253,5811.84162731566,104.780798569393,2200.39676995725,4561.45743105423,83.8246388555143,97.7954119981,642.655564558943
"patient_101","stim","NK cells",84,16296,6460,14,1179,2,15,6,66,88,66,157,135,182,2,16,21,1,87,30,61,98,29,14,139,24,41,5,2,4,1,3,0,30,52,64,0,787,511,297,228,247,149,147,78,91,122,73,109,107,16,5,85,78,30,81,368,2,59,54,4,31,67,859.106529209622,72349.0427098675,122.729504172803,920.471281296024,368.188512518409,4050.0736377025,5400.09818360334,4050.0736377025,9634.26607756505,8284.24153166421,11168.3848797251,122.729504172803,981.836033382425,1288.65979381443,61.3647520864016,5338.73343151694,1840.94256259205,3743.2498772705,6013.74570446735,1779.57781050565,859.106529209622,8529.70054000982,1472.75405007364,2515.95483554246,NA,NA,NA,NA,NA,NA,1840.94256259205,3190.96710849288,3927.3441335297,NA,48294.059891998,31357.3883161512,18225.3313696613,13991.1634756996,15157.0937653412,9143.34806087383,9020.61855670103,4786.45066273932,5584.19243986254,7486.49975454099,4479.62690230731,6688.75797741777,6566.02847324497,981.836033382425,306.823760432008,5216.00392734413,4786.45066273932,1840.94256259205,4970.54491899853,22582.2287677958,122.729504172803,3620.52037309769,3313.69661266568,245.459008345606,1902.30731467845,4111.43838978891
"patient_1015","ctrl","B cells",459,87263,48478,73,18388,15,8,56,112,18,19,1982,190,2397,15,137,114,8,475,59,161,422,123,11,887,76,6399,4245,2073,1117,1265,638,599,684,394,485,197,143,561,67,23,71,16,63,16,76,7,30,49,166,2,3,16,18,109,304,75,923,526,538,311,78,445,836.551573977516,210719.319757515,171.894159036476,91.6768848194538,641.738193736177,1283.47638747235,206.272990843771,217.732601446203,22712.9482140197,2177.32601446203,27468.6866140289,171.894159036476,1569.96665253315,1306.39560867722,91.6768848194538,5443.31503615507,676.117025543472,1844.99730699151,4835.95567422619,1409.5321040991,126.055716626749,10164.6746043569,870.930405784811,73330.0482449606,NA,NA,NA,NA,NA,NA,7838.3736520633,4515.0865773581,5557.91114217939,NA,1638.72431614774,6428.8415479642,767.793910362926,263.57104385593,813.632352772653,183.353769638908,721.955467953199,183.353769638908,870.930405784811,80.2172742170221,343.788318072952,561.520919519155,1902.29536000367,22.9192212048635,34.3788318072952,183.353769638908,206.272990843771,1249.09755566506,3483.72162313925,859.47079518238,10577.2205860445,6027.75517687909,6165.27050410827,3563.93889735627,893.849626989675,5099.52671808212
"patient_1015","ctrl","CD14+ Monocytes",859,904127,656250,23533,298614,708,782,7850,7971,6904,6020,13170,4180,168556,714,3345,1200,2691,7144,6594,6674,6555,5937,9458,7644,5718,4322,8225,4768,1600,1733,630,414,544,1207,2311,456,1160,358,630,102,293,53,126,60,441,51,259,592,621,257,703,678,81,3849,5324,4485,82,861,6061,63,661,227,26028.4229980965,330278.821448757,783.075828948809,864.92273762425,8682.40855543524,8816.23931151265,7636.09537155731,6658.35662467773,14566.5376656156,4623.24430085596,186429.561333751,789.712064787358,3699.7014799912,1327.24716770985,2976.35177358933,7901.54480509928,7293.2231865656,7381.70633107959,7250.08765361503,6566.55536224446,10460.9197601664,8454.56445831172,6324.33275413742,4780.3018823683,NA,NA,NA,NA,NA,NA,601.68538269513,1334.98944285482,2556.05683714788,NA,1283.00559545285,395.962071700104,696.804763047669,112.816009255337,324.069516782487,58.6200832405182,139.360952609534,66.3623583854923,487.763334133368,56.4080046276685,286.464180364042,654.775269403524,686.850409289845,284.252101751192,777.545632416685,749.894649756063,89.5891838204146,4257.14529042933,5888.55326740602,4960.58628931555,90.6952231268395,952.299842831815,6703.70423624115,69.6804763047669,731.09198154684,251.070922558446
"patient_1015","ctrl","CD4 T cells",951,142714,76376,305,45391,6,10,120,1028,25,31,2693,331,3362,13,151,107,13,1608,642,162,1842,684,36,1514,191,461,83,80,131,228,34,9,759,718,804,17,359,576,76,57,117,37,109,54,88,67,50,47,144,3,2,26,49,69,1389,2337,1202,1238,950,1281,1154,1306,2137.14141569853,318055.691803187,42.0421262104629,70.0702103507715,840.842524209258,7203.21762405931,175.175525876929,217.217652087392,18869.9076474628,2319.32396261054,23557.6047199294,91.0912734560029,1058.06017629665,749.751250753255,91.0912734560029,11267.2898244041,4498.50750451953,1135.1374076825,12906.9327466121,4792.80238799277,252.252757262777,10608.6298471068,1338.34101769974,3230.23669717056,NA,NA,NA,NA,NA,NA,5318.32896562355,5031.04110318539,5633.64491220203,NA,2515.5205515927,4036.04411620444,532.533598665863,399.400198999397,819.821461104026,259.259778297854,763.765292823409,378.379135894166,616.617851086789,469.470409350169,350.351051753857,329.329988648626,1009.01102905111,21.0210631052314,14.0140420701543,182.182546912006,343.34403071878,483.484451420323,9732.75221772216,16375.4081589753,8422.43928416273,8674.69204142551,6656.66998332329,8975.99394593383,8086.10227447903,9151.16947181075
"patient_1015","ctrl","CD8 T cells",85,15514,4657,24,1827,0,9,3,57,24,8,237,14,276,0,13,5,2,220,51,60,278,66,3,193,33,94,20,18,39,66,5,2,34,42,56,8,31,59,6,2,37,5,9,2,20,11,4,6,27,0,1,4,0,10,128,211,9,51,66,11,99,61,1546.98981565038,117764.599716385,0,580.121180868893,193.373726956298,3674.10081216965,1546.98981565038,515.66327188346,15276.5244295475,902.410725796055,17790.3828799794,0,837.952816810623,322.289544927163,128.915817970865,14180.7399767952,3287.35335825706,3867.47453912595,17919.2986979502,4254.22199303855,193.373726956298,12440.3764341885,2127.11099651927,6059.04344463066,NA,NA,NA,NA,NA,NA,2191.56890550471,2707.23217738817,3609.64290318422,NA,1998.19517854841,3803.01663014052,386.747453912595,128.915817970865,2384.942632461,322.289544927163,580.121180868893,128.915817970865,1289.15817970865,709.036998839758,257.83163594173,386.747453912595,1740.36354260668,0,64.4579089854325,257.83163594173,0,644.579089854325,8250.61235013536,13600.6187959263,580.121180868893,3287.35335825706,4254.22199303855,709.036998839758,6381.33298955782,3931.93244811138
"patient_1015","ctrl","Dendritic cells",40,53648,35581,816,9972,40,9,197,341,259,139,1591,109,6087,56,120,51,467,481,425,287,522,249,470,788,316,2230,2934,1455,912,904,367,434,101,120,223,214,47,48,22,2,19,1,19,0,19,4,8,26,54,2,1,24,0,186,314,320,220,113,360,14,26,46,15210.2594691321,185878.317924247,745.600954369222,167.760214733075,3672.08470026842,6356.24813599761,4827.76617954071,2590.96331643305,29656.2779600358,2031.76260065613,113461.825231136,1043.84133611691,2236.80286310766,950.641216820758,8704.89114226066,8965.85147628989,7922.01014017298,5349.68684759917,9730.09245451834,4641.3659409484,8760.81121383835,14688.3388010737,5890.24753951685,41567.2532060841,NA,NA,NA,NA,NA,NA,1882.64240978228,2236.80286310766,4156.72532060841,NA,876.081121383835,894.721145243066,410.080524903072,37.2800477184611,354.16045332538,18.6400238592305,354.16045332538,0,354.16045332538,74.5600954369222,149.120190873844,484.640620339994,1006.56128839845,37.2800477184611,18.6400238592305,447.360572621533,0,3467.04443781688,5852.96749179839,5964.80763495377,4100.80524903072,2106.32269609305,6710.40858932299,260.960334029228,484.640620339994,857.441097524605
"patient_1015","ctrl","FCGR3A+ Monocytes",164,192285,137682,6139,69254,803,1132,1941,2209,1644,1791,4123,1335,21727,541,963,567,1155,1060,800,840,730,1138,1425,1719,714,1227,1647,924,848,501,150,88,164,273,611,79,467,184,162,108,208,69,67,38,158,227,173,209,251,423,257,450,32,914,508,787,8,269,1249,32,130,40,31926.5673349455,360163.299269314,4176.09277894792,5887.09467717191,10094.3911381543,11488.1556023611,8549.80887744754,9314.2990872923,21442.1301713602,6942.81925267181,112993.733260525,2813.53199677562,5008.19096653405,2948.74795225837,6006.70879163741,5512.65049275815,4160.49093793068,4368.51548482721,3796.44798086174,5918.29835920639,7410.87448318902,8939.85490287854,3713.23816210313,6381.15297605117,NA,NA,NA,NA,NA,NA,852.900642275789,1419.76753256884,3177.57495384455,NA,2428.68658501703,956.912915724055,842.499414930962,561.666276620641,1081.72764386198,358.842343396521,348.441116051694,197.623319551707,821.696960241308,1180.53930363783,899.706165327509,1086.92825753439,1305.35403177575,2199.85958343084,1336.55771381023,2340.27615258601,166.419637517227,4753.3608965858,2641.91174558598,4092.8829601893,41.6049093793068,1398.96507787919,6495.56647684427,166.419637517227,676.079777413735,208.024546896534
"patient_1015","ctrl","NK cells",179,32281,8311,95,2128,12,111,39,91,218,136,426,50,558,5,45,19,12,376,69,237,253,109,23,478,152,198,29,23,46,69,6,1,70,81,167,5,108,135,41,19,176,13,39,11,51,24,21,43,84,0,3,20,3,51,306,267,17,126,205,20,150,41,2942.90759270159,65921.1300765156,371.735695920201,3438.55518726186,1208.14101174065,2818.99569406152,6753.19847588365,4213.00455376227,13196.6172051671,1548.89873300084,17285.7098602893,154.889873300084,1394.00885970075,588.581518540318,371.735695920201,11647.7184721663,2137.48025154115,7341.77999442397,7837.42758898423,3376.59923794182,712.493417180385,14807.471887488,4708.65214832254,6133.63898268331,NA,NA,NA,NA,NA,NA,2168.45822620117,2509.21594746135,5173.32176822279,NA,3345.62126328181,4182.02657910226,1270.09696106069,588.581518540318,5452.12354016294,402.713670580217,1208.14101174065,340.757721260184,1579.87670766085,743.471391840401,650.537467860351,1332.05291038072,2602.14987144141,0,92.9339239800502,619.559493200334,92.9339239800502,1579.87670766085,9479.26024596512,8271.11923422447,526.625569220284,3903.22480716211,6350.48480530343,619.559493200334,4646.69619900251,1270.09696106069
"patient_1015","stim","B cells",366,96255,52636,80,8364,5,1,138,143,16,21,1247,720,1562,5,59,211,15,200,49,113,203,100,29,555,41,4708,2814,1406,1058,894,284,357,746,650,332,60,4455,3838,1437,1380,833,980,1115,526,749,709,310,629,613,3112,33,687,251,376,238,84,1266,629,351,193,24,632,831.125655810088,86894.1873149447,51.9453534881305,10.3890706976261,1433.6917562724,1485.63710976053,166.225131162018,218.170484650148,12955.1711599397,7480.13090229079,16227.728429692,51.9453534881305,612.95517115994,2192.09391719911,155.836060464391,2077.81413952522,509.064464183679,1173.96498883175,2108.9813516181,1038.90706976261,301.283050231157,5765.93423718248,425.95189860267,48911.7448444237,NA,NA,NA,NA,NA,NA,7750.24674042907,6752.89595345696,3449.17147161186,NA,46283.3099579243,39873.253337489,14929.0945924887,14336.917562724,8654.09589112254,10181.2892836736,11583.8138278531,5464.65118695133,7781.41395252195,7365.8511246169,3220.61191626409,6534.72546880682,6368.5003376448,32330.7880110124,342.839333021661,7137.29156926913,2607.65674510415,3906.29058230741,2472.59882603501,872.681938600592,13152.5635031946,6534.72546880682,3646.56381486676,2005.09064464184,249.337696743026,6565.89268089969
"patient_1015","stim","CD14+ Monocytes",718,1051613,680078,9688,163203,1100,447,15544,7828,7587,5627,5846,12152,115651,478,2049,1994,4254,3540,5374,5129,2601,3254,9815,2736,4475,5345,7566,5111,2186,1764,373,401,1246,2421,1194,378,91122,14656,5266,7526,6220,6827,3240,5827,3078,6829,2857,3132,2428,44039,14279,11914,7751,8276,3433,5494,185,1102,5606,51,77,506,9212.51448964591,155193.022528249,1046.01217367986,425.06131057718,14781.1029342543,7443.80299596905,7214.63123791737,5350.82772845144,5559.07924302952,11555.5817586888,109974.867180227,454.539835471794,1948.43540351821,1896.13479483422,4045.21435166739,3366.25735893337,5110.24492850507,4877.26948982183,2473.34333067393,3094.29419377661,9333.28134969803,2601.71755198918,4255.36770656125,5082.66824392623,NA,NA,NA,NA,NA,NA,1184.84651673192,2302.17770225359,1135.3986685216,NA,86649.7466273239,13936.6858340473,5007.54555145286,7156.62510828603,5914.72338208067,6491.93191792038,3080.98131156614,5541.01176002959,2926.93224598783,6493.83375823616,2716.77889109397,2978.28193451393,2308.83414335882,41877.5728333522,13578.1889345225,11329.2627611108,7370.58214381146,7869.81522670412,3264.50890203906,5224.35534745196,175.920229209795,1047.91401399564,5330.85840513573,48.4969280524299,73.2208521575903,481.165599892736
"patient_1015","stim","CD4 T cells",835,157620,87387,195,32545,12,4,200,868,23,38,1982,1823,2227,14,96,262,20,1068,546,133,1158,453,48,1027,102,594,92,83,173,145,15,1,679,754,639,9,7388,4248,3180,2116,1754,1934,1892,1165,763,852,687,787,554,574,46,669,797,368,790,2718,1556,1075,698,901,466,1381,1237.15264560335,206477.604364928,76.1324704986677,25.3774901662226,1268.87450831113,5506.9153660703,145.92056845578,241.086156579114,12574.5463773633,11565.7911432559,14128.9176500444,88.821215581779,609.059763989341,1662.22560588758,126.887450831113,6775.78987438142,3464.02740768938,843.8015480269,7346.78340312143,2874.0007613247,304.529881994671,6515.67060017764,647.125999238675,3768.55728968405,NA,NA,NA,NA,NA,NA,4307.82895571628,4783.65689633295,4054.05405405405,NA,46872.2243370131,26950.8945565284,20175.1046821469,13424.6922979317,11128.0294378886,12270.0164953686,12003.5528486233,7391.19401091232,4840.75624920695,5405.40540540541,4358.58393604872,4993.02119020429,3514.78238802182,3641.66983885294,291.841136911559,4244.38523030072,5056.46491561984,2334.72909529248,5012.05430782896,17244.0045679482,9871.84367466057,6820.20048217231,4428.37203400584,5716.27965994163,2956.47760436493,8761.57847988834
"patient_1015","stim","CD8 T cells",60,12886,5642,3,803,0,12,12,50,19,10,158,86,162,1,9,20,1,90,64,25,133,42,3,99,16,88,16,22,43,28,4,0,18,39,87,4,689,453,347,195,205,151,184,76,75,68,89,116,78,11,2,68,51,35,61,292,21,81,39,7,32,49,232.810802421232,62315.6914480832,0,931.243209684929,931.243209684929,3880.18004035387,1474.46841533447,776.036008070774,12261.3689275182,6673.90966940866,12571.7833307465,77.6036008070775,698.432407263697,1552.07201614155,77.6036008070775,6984.32407263697,4966.63045165296,1940.09002017694,10321.2789073413,3259.35123389725,232.810802421232,7682.75647990067,1241.65761291324,6829.11687102281,NA,NA,NA,NA,NA,NA,1396.86481452739,3026.54043147602,6751.51327021574,NA,53468.8809560764,35154.4311656061,26928.4494800559,15132.7021573801,15908.7381654509,11718.1437218687,14279.0625485023,5897.87366133789,5820.27006053081,5277.04485488127,6906.72047182989,9002.01769362098,6053.08086295204,853.639608877852,155.207201614155,5277.04485488127,3957.78364116095,2716.12602824771,4733.81964923172,22660.2514356666,1629.67561694863,6285.89166537327,3026.54043147602,543.225205649542,2483.31522582648,3802.57643954679
"patient_1015","stim","Dendritic cells",36,66404,42639,417,6552,43,4,490,483,334,145,1134,307,4041,3,95,146,697,276,449,263,370,240,627,458,388,2188,2187,1249,960,831,189,253,154,401,153,117,4224,922,436,493,454,420,384,258,323,460,240,278,304,2922,497,777,402,455,307,365,464,181,346,36,1,46,6279.74218420577,98668.7548942835,647.551352328173,60.2373351002952,7379.07354978616,7273.65821336064,5029.81748087465,2183.6033973857,17077.2845009337,4623.21546894765,60854.7677850732,45.1780013252214,1430.63670863201,2198.66273116077,10496.3556412264,4156.37612192037,6761.64086500813,3960.60478284441,5571.9534967773,3614.24010601771,9442.20227697127,6897.1748689838,5843.02150472863,32949.8222998615,NA,NA,NA,NA,NA,NA,2319.13740136136,6038.79284380459,2304.07806758629,NA,63610.6258659117,13884.705740618,6565.86952593217,7424.25155111138,6836.9375338835,6324.92018553099,5782.78416962834,3885.30811396904,4864.16480934883,6927.29353653394,3614.24010601771,4186.49478947051,4578.03746762243,44003.3732907656,7484.48888621167,11701.1023432323,6053.85217757966,6851.99686765857,4623.21546894765,5496.65682790193,6987.53087163424,2725.73941328836,5210.52948617553,542.136015902656,15.0593337750738,692.729353653394
"patient_1015","stim","FCGR3A+ Monocytes",159,237813,151978,2277,37008,1298,1075,2967,2269,2242,1616,1583,3055,15342,385,818,757,1405,460,528,820,369,609,1908,642,430,1572,1616,1084,1040,611,96,75,381,734,318,62,19567,3545,1267,2231,1621,2493,869,1232,1296,2624,867,913,628,13605,2607,3028,1061,1479,430,1125,14,733,1053,22,9,207,9574.74990854158,155618.069659775,5458.06999617346,4520.35843288634,12476.1892747663,9541.11003183173,9427.57544793598,6795.25509539008,6656.49060396194,12846.2279185747,64512.8735603184,1618.91906666162,3439.67739358235,3183.17333366973,5908.00334716773,1934.29291081648,2220.23186285022,3448.08736275982,1551.63931324192,2560.83561453747,8023.11059529967,2699.60010596561,1808.14337315454,6610.23577348589,NA,NA,NA,NA,NA,NA,1602.09912830669,3086.45868812891,1337.18509921661,NA,82278.9334477089,14906.6703670531,5327.71547392279,9381.32061745994,6816.28001833373,10483.0265797076,3654.13160760766,5180.54101331719,5449.660026996,11033.8795608314,3645.7216384302,3839.15092951184,2640.73032172337,57208.8153296918,10962.394822823,12732.6933346789,4461.4886486441,6219.17220673386,1808.14337315454,4730.60766232292,58.8697842422407,3082.25370354018,4427.84877193425,92.5096609520926,37.8448612985833,870.431809867417
"patient_1015","stim","NK cells",175,43237,16332,31,1733,5,45,24,109,258,145,415,202,315,2,34,73,12,285,86,174,175,52,31,340,82,206,19,28,50,38,3,1,48,149,189,2,2274,1339,866,650,691,434,506,192,295,338,239,358,335,48,10,624,176,187,221,632,28,225,120,11,84,88,716.978513772926,40081.411753822,115.641695769827,1040.77526192844,555.080139695169,2520.98896778222,5967.11150172306,3353.60917732498,9598.26074889562,4671.924509101,7285.42683349909,46.2566783079307,786.363531234822,1688.36875823947,277.540069847584,6591.57665888013,1989.03716724102,4024.33101278997,4047.45935194394,1202.6736360062,716.978513772926,7863.63531234822,1896.52381062516,4764.43786571686,NA,NA,NA,NA,NA,NA,1110.16027939034,3446.12253394084,4371.25610009945,NA,52593.8432361172,30968.8461271596,20029.141707334,15033.4204500775,15981.6823553901,10037.699192821,11702.9396119065,4440.64111756135,6822.86005041978,7817.37863404029,5527.67305779772,8279.9454171196,7747.99361657839,1110.16027939034,231.283391539654,14432.0836320744,4070.5876910979,4324.99942179152,5111.36295302634,14617.1103453061,647.59349631103,5203.8763096422,2775.40069847584,254.411730693619,1942.78048893309,2035.29384554895
"patient_1016","ctrl","B cells",125,22473,11596,20,3169,4,0,10,37,3,4,634,72,623,4,40,52,1,143,23,39,177,32,6,265,46,1649,1019,642,362,466,144,189,155,116,143,74,33,168,13,6,24,8,29,2,21,3,8,10,43,1,0,0,0,41,105,11,290,106,115,92,45,59,889.956837093401,141013.660837449,177.99136741868,0,444.9784185467,1646.42014862279,133.49352556401,177.99136741868,28211.6317358608,3203.84461353624,27722.1554754594,177.99136741868,1779.9136741868,2313.88777644284,44.49784185467,6363.19138521782,1023.45036265741,1735.41583233213,7876.1180082766,1423.93093934944,266.98705112802,11791.9280914876,2046.90072531482,73376.9412183509,NA,NA,NA,NA,NA,NA,6897.16548747386,5161.74965514173,6363.19138521782,NA,1468.42878120411,7475.63743158457,578.471944110711,266.98705112802,1067.94820451208,355.98273483736,1290.43741378543,88.9956837093401,934.454678948071,133.49352556401,355.98273483736,444.9784185467,1913.40719975081,44.49784185467,0,0,0,1824.41151604147,4672.27339474035,489.476260401371,12904.3741378543,4716.77123659503,5117.25181328706,4093.80145062964,2002.40288346015,2625.37266942553
"patient_1016","ctrl","CD14+ Monocytes",393,334798,232586,12950,93408,218,344,2631,2962,3124,2702,5865,2320,52576,332,1523,771,863,3110,2676,2673,3049,2425,3991,3147,2227,2066,4744,1829,912,1244,235,46,296,637,853,257,988,398,237,62,230,47,105,42,273,91,148,325,407,209,475,340,99,1339,2963,1834,32,365,2282,38,179,72,38680.0399046589,278998.082425821,651.138895692328,1027.48522989982,7858.46988333264,8847.12572954438,9330.99958781116,8070.53805578289,17518.0257946583,6929.55155048716,157037.975137247,991.642721880059,4549.01164284135,2302.88114026966,2577.67370175449,9289.18332845477,7992.87928840674,7983.9186614018,9106.98391268765,7243.17349566007,11920.6207922389,9399.69772818237,6651.77211333401,6170.88513073555,NA,NA,NA,NA,NA,NA,884.115197820776,1902.63980071566,2547.80494507136,NA,2951.03316029367,1188.77651598875,707.889533390283,185.186291435433,686.981403712089,140.383156410731,313.62194517291,125.448778069164,815.417057449567,271.805685816522,442.057598910388,970.734592201865,1215.65839700357,624.257014677507,1418.76594244888,1015.53772722657,295.70069116303,3999.42651987168,8850.1126052127,5477.92997568683,95.5800213860298,1090.2096189344,6816.05027509125,113.50127539591,534.650744628104,215.055048118567
"patient_1016","ctrl","CD4 T cells",502,67599,32332,80,19612,4,8,95,253,17,10,1023,327,1218,6,80,47,7,610,252,62,596,206,16,642,63,173,57,49,55,97,6,2,434,310,360,4,147,263,40,19,68,21,41,28,49,16,13,12,57,1,0,5,9,26,515,1006,603,611,416,481,542,562,1183.44945931153,290122.634950221,59.1724729655764,118.344945931153,1405.34623293244,3742.65891507271,251.4830101037,147.931182413941,15133.3599609462,4837.34966493587,18018.018018018,88.7587094483646,1183.44945931153,695.276557345523,103.551827689759,9023.8021272504,3727.86579683131,917.173330966434,8816.69847187089,3047.38235772719,236.689891862306,9497.18191097501,931.966449207829,2559.20945576118,NA,NA,NA,NA,NA,NA,6420.21331676504,4585.86665483217,5325.52256690188,NA,2174.58838148493,3890.59009748665,591.724729655764,281.069246586488,1005.9320404148,310.655483069276,606.517847897158,414.207310759035,724.862793828311,236.689891862306,192.310537138123,177.517418896729,843.207739759464,14.7931182413941,0,73.9655912069705,133.138064172547,384.621074276247,7618.45589431796,14881.8769508425,8920.25029956064,9038.5952454918,6153.93718841995,7115.48987411056,8017.8700868356,8313.73245166349
"patient_1016","ctrl","CD8 T cells",504,56837,18910,105,5961,0,63,33,224,25,15,885,121,1415,2,91,57,6,1194,206,173,1189,480,10,730,215,378,123,202,214,459,10,1,104,226,219,15,151,215,53,28,86,23,22,18,27,42,9,26,89,2,0,1,15,28,419,1343,12,246,288,17,477,122,1847.38814504636,104878.864120203,0,1108.43288702782,580.607702728856,3941.09470943224,439.854320249133,263.91259214948,15570.8429368193,2128.89491000581,24895.754526101,35.1883456199307,1601.06972570685,1002.86785016802,105.565036859792,21007.4423350986,3624.39959885286,3043.791896124,20919.4714710488,8445.20294878336,175.941728099653,12843.7461512747,3782.74715414255,6650.5973221669,NA,NA,NA,NA,NA,NA,1829.7939722364,3976.28305505217,3853.12384538241,NA,2656.72009430477,3782.74715414255,932.491158928163,492.636838679029,1513.09886165702,404.665974629203,387.071801819237,316.695110579376,475.042665869064,738.955258018544,158.347555289688,457.448493059099,1565.88138008692,35.1883456199307,0,17.5941728099653,263.91259214948,492.636838679029,7371.95840737548,23628.9740837835,211.130073719584,4328.16651125147,5067.12176927002,299.100937769411,8392.42043035347,2146.48908281577
