"pattern","rank","gene","weight"
"Pattern6",5,"SH3BGRL3",2.96568727493286
"Pattern6",6,"VIM",1.93771183490753
"Pattern6",7,"ANXA1",1.75308179855347
"Pattern6",8,"GAPDH",1.47873985767365
"Pattern6",9,"CCR7",1.33963072299957
"Pattern6",10,"HSPA8",1.26981425285339
"Pattern6",11,"EMP3",1.25110065937042
"Pattern6",12,"LTB",1.19015574455261
"Pattern6",13,"RGCC",1.08750975131989
"Pattern6",14,"ACTG1",0.879792630672455
"Pattern6",15,"CREM",0.856085419654846
"Pattern6",16,"S100A11",0.804381906986237
"Pattern6",17,"ISG20",0.77850079536438
"Pattern6",18,"IL7R",0.758264303207397
"Pattern6",19,"S100A6",0.749994516372681
"Pattern6",20,"S100A10",0.706463634967804
"Pattern6",21,"JUNB",0.666533648967743
"Pattern6",22,"HSP90AA1",0.662165403366089
"Pattern6",23,"SELL",0.655936777591705
"Pattern6",24,"HSP90AB1",0.654457151889801
"Pattern6",25,"SRSF7",0.6199010014534
"Pattern6",26,"BIRC3",0.594449102878571
"Pattern6",27,"GPR183",0.580641746520996
"Pattern6",28,"TSC22D3",0.516880869865417
"Pattern6",29,"ALOX5AP",0.513879299163818
"Pattern6",30,"ITM2A",0.498332411050797
"Pattern6",31,"TRAT1",0.482031345367432
"Pattern6",32,"PKM",0.464899688959122
"Pattern6",33,"SEC61B",0.455897867679596
"Pattern6",34,"IL32",0.43858677148819
"Pattern6",35,"ATP6V1F",0.429353147745132
"Pattern6",36,"CLEC2D",0.423937737941742
"Pattern6",37,"HSPA5",0.420203775167465
"Pattern6",38,"CACYBP",0.415984362363815
"Pattern6",39,"HSPD1",0.402904510498047
"Pattern6",40,"GPX4",0.396315068006516
"Pattern6",41,"YPEL5",0.387303680181503
"Pattern6",42,"DYNLL1",0.386548399925232
"Pattern6",43,"HERPUD1",0.369707942008972
"Pattern6",44,"HMGB2",0.368101269006729
"Pattern6",45,"CD74",0.357904762029648
"Pattern6",46,"SOCS1",0.342084139585495
"Pattern6",47,"DDIT4",0.327402591705322
"Pattern6",48,"SRSF2",0.326596766710281
"Pattern6",49,"NFKBIA",0.324889063835144
"Pattern6",50,"PPA1",0.31318011879921
